"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
1.539614229E2,4.870733197E1,2.211001570E0,1.065023370E2,1.531959229E2,6.299999952E-1,2.043999939E2,2.050612711E0,3.790092468E0,2.500000000E0,2.500000000E1
1.549612619E2,4.870732521E1,2.210999170E0,1.056490614E2,1.523426514E2,8.299999833E-1,1.943000031E2,2.051588855E0,3.790092468E0,2.500000000E0,2.500000000E1
1.559630275E2,4.870731655E1,2.210996990E0,1.044703458E2,1.511639404E2,1.019999981E0,1.966999969E2,2.052787064E0,3.790092468E0,2.500000000E0,2.400000000E1
1.569602612E2,4.870730616E1,2.210992660E0,1.041282982E2,1.508218994E2,1.169999957E0,1.975000000E2,2.054012995E0,3.790092468E0,2.500000000E0,2.400000000E1
1.579657372E2,4.870729570E1,2.210987380E0,1.036961012E2,1.503897095E2,1.190000057E0,1.973000031E2,2.055236957E0,3.790092468E0,2.500000000E0,2.400000000E1
1.589667182E2,4.870728556E1,2.210980890E0,1.026249877E2,1.493186035E2,1.159999967E0,2.011999969E2,2.056367535E0,3.790092468E0,2.500000000E0,2.400000000E1
1.599609260E2,4.870727603E1,2.210975520E0,1.021083184E2,1.488019409E2,9.100000262E-1,2.001000061E2,2.057765552E0,3.790092468E0,2.500000000E0,2.400000000E1
1.609626875E2,4.870726445E1,2.210968100E0,1.010675383E2,1.477611694E2,1.250000000E0,1.990000000E2,2.059332207E0,3.790092468E0,2.500000000E0,2.500000000E1
1.619652057E2,4.870725095E1,2.210961990E0,1.006884402E2,1.473820801E2,1.309999943E0,1.940000000E2,2.060925565E0,3.790092468E0,2.500000000E0,2.500000000E1
1.629630388E2,4.870723685E1,2.210958120E0,1.000464646E2,1.467401123E2,1.320000052E0,1.918000031E2,2.062486764E0,3.790092468E0,2.500000000E0,2.500000000E1
1.639660805E2,4.870722337E1,2.210952170E0,9.921289877E1,1.459065552E2,1.299999952E0,1.938999939E2,2.063956572E0,3.790092468E0,2.500000000E0,2.500000000E1
1.649641361E2,4.870721056E1,2.210947230E0,9.859820585E1,1.452918701E2,1.330000043E0,1.918999939E2,2.065283359E0,3.790092468E0,2.500000000E0,2.500000000E1
1.659610187E2,4.870719908E1,2.210942300E0,9.796959747E1,1.446632690E2,1.240000010E0,1.951999969E2,2.066714101E0,3.790092468E0,2.500000000E0,2.500000000E1
1.669645907E2,4.870718734E1,2.210934320E0,9.754716419E1,1.442408447E2,1.440000057E0,1.993000031E2,2.068105485E0,3.790092468E0,2.500000000E0,2.500000000E1
1.679650939E2,4.870717627E1,2.210925480E0,9.717746513E1,1.438711548E2,1.360000014E0,2.046999969E2,2.068717671E0,3.790092468E0,2.500000000E0,2.500000000E1
1.689680202E2,4.870717204E1,2.210920140E0,9.536148165E1,1.420551758E2,6.299999952E-1,2.035000000E2,2.070077761E0,3.790092468E0,2.500000000E0,2.500000000E1
1.699649679E2,4.870716110E1,2.210911850E0,9.553981759E1,1.422335205E2,1.389999986E0,2.011000061E2,2.071458039E0,3.790092468E0,2.500000000E0,2.500000000E1
1.709631128E2,4.870715005E1,2.210903280E0,9.533430325E1,1.420280151E2,1.230000019E0,2.031999969E2,2.072902465E0,3.790092468E0,2.500000000E0,2.500000000E1
1.719647773E2,4.870713892E1,2.210893130E0,9.491571435E1,1.416094360E2,1.240000010E0,2.048999939E2,2.074340316E0,3.790092468E0,2.500000000E0,2.500000000E1
1.729626690E2,4.870712807E1,2.210882470E0,9.470061651E1,1.413943481E2,1.240000010E0,2.083000031E2,2.075696778E0,3.790092468E0,2.500000000E0,2.500000000E1
1.739627184E2,4.870711816E1,2.210871690E0,9.421678121E1,1.409105225E2,1.220000029E0,2.108000031E2,2.077055427E0,3.790092468E0,2.500000000E0,2.500000000E1
1.749644683E2,4.870710824E1,2.210860880E0,9.370975254E1,1.404035034E2,1.210000038E0,2.106000061E2,2.078419003E0,3.790092468E0,2.500000000E0,2.500000000E1
1.759682302E2,4.870709802E1,2.210850610E0,9.327413514E1,1.399678955E2,1.230000019E0,2.116999969E2,2.079862347E0,3.790092468E0,2.500000000E0,2.500000000E1
1.769673184E2,4.870708762E1,2.210838840E0,9.299507209E1,1.396888428E2,1.309999943E0,2.143000031E2,2.081279518E0,3.790092468E0,2.500000000E0,2.400000000E1
1.779603776E2,4.870707786E1,2.210826420E0,9.257452948E1,1.392683105E2,1.220000029E0,2.173999939E2,2.082634221E0,3.790092468E0,2.500000000E0,2.400000000E1
1.789659285E2,4.870706796E1,2.210815660E0,9.201385094E1,1.387076416E2,1.250000000E0,2.163000031E2,2.083976573E0,3.790092468E0,2.500000000E0,2.500000000E1
1.799670834E2,4.870705780E1,2.210805780E0,9.177726941E1,1.384710693E2,1.259999990E0,2.141000061E2,2.085298983E0,3.790092468E0,2.500000000E0,2.500000000E1
1.809633180E2,4.870704714E1,2.210797790E0,9.148368180E1,1.381774902E2,1.210000038E0,2.108000031E2,2.086706711E0,3.790092468E0,2.500000000E0,2.600000000E1
1.819738151E2,4.870703582E1,2.210789200E0,9.103713950E1,1.377309570E2,1.299999952E0,2.098000031E2,2.088042189E0,3.790092468E0,2.500000000E0,2.600000000E1
1.829667097E2,4.870702427E1,2.210784210E0,9.086074053E1,1.375545654E2,1.259999990E0,1.998000031E2,2.089509691E0,3.790092468E0,2.500000000E0,2.600000000E1
1.839648385E2,4.870701135E1,2.210780130E0,9.076240542E1,1.374562378E2,1.330000043E0,1.980000000E2,2.090710508E0,3.790092468E0,2.500000000E0,2.600000000E1
1.849653556E2,4.870700121E1,2.210774500E0,8.994532069E1,1.366391602E2,1.090000033E0,1.995000000E2,2.092296168E0,3.790092468E0,2.500000000E0,2.400000000E1
1.859750153E2,4.870698776E1,2.210767320E0,8.952990615E1,1.362237549E2,1.639999986E0,1.971999969E2,2.093420404E0,3.790092468E0,2.500000000E0,2.400000000E1
1.869637069E2,4.870697769E1,2.210765950E0,8.972484753E1,1.364187012E2,1.080000043E0,1.878000031E2,2.094458361E0,3.790092468E0,2.500000000E0,2.300000000E1
1.879659943E2,4.870696837E1,2.210765160E0,8.890178414E1,1.355956421E2,1.110000014E0,1.930000000E2,2.095796666E0,3.790092468E0,2.500000000E0,2.400000000E1
1.889591856E2,4.870695672E1,2.210760580E0,8.863047568E1,1.353243408E2,1.440000057E0,1.978000031E2,2.097102444E0,3.790092468E0,2.500000000E0,2.400000000E1
1.899733491E2,4.870694512E1,2.210757810E0,8.830307684E1,1.349969482E2,1.370000005E0,1.931000061E2,2.098207180E0,3.790092468E0,2.500000000E0,2.400000000E1
1.909585916E2,4.870693551E1,2.210753990E0,8.758615193E1,1.342800293E2,1.279999971E0,1.926999969E2,2.099290600E0,3.790092468E0,2.500000000E0,2.200000000E1
1.919725665E2,4.870692664E1,2.210747880E0,8.723275157E1,1.339266357E2,1.200000048E0,2.063000031E2,2.100590782E0,3.790092468E0,2.500000000E0,2.500000000E1
1.929689382E2,4.870691645E1,2.210739190E0,8.680537474E1,1.334992676E2,1.370000005E0,2.076000061E2,2.101922813E0,3.790092468E0,2.500000000E0,2.500000000E1
1.939658624E2,4.870690555E1,2.210731660E0,8.660614761E1,1.333000488E2,1.279999971E0,2.105000000E2,2.103229646E0,3.790092468E0,2.500000000E0,2.500000000E1
1.949737282E2,4.870689494E1,2.210724000E0,8.637396155E1,1.330678711E2,1.279999971E0,2.058000031E2,2.104454829E0,3.790092468E0,2.500000000E0,2.500000000E1
1.959681939E2,4.870688464E1,2.210718070E0,8.605272621E1,1.327466431E2,1.210000038E0,2.030000000E2,2.105832422E0,3.790092468E0,2.500000000E0,2.500000000E1
1.969623746E2,4.870687287E1,2.210712210E0,8.584251323E1,1.325364380E2,1.409999967E0,2.011000061E2,2.107178478E0,3.790092468E0,2.500000000E0,2.500000000E1
1.979636886E2,4.870686121E1,2.210707280E0,8.526261083E1,1.319565430E2,1.360000014E0,1.966000061E2,2.108505117E0,3.790092468E0,2.500000000E0,2.400000000E1
1.989696151E2,4.870684962E1,2.210702990E0,8.512081914E1,1.318147583E2,1.370000005E0,1.968999939E2,2.110226058E0,3.790092468E0,2.500000000E0,2.300000000E1
1.999584222E2,4.870683466E1,2.210696980E0,8.520943288E1,1.319033813E2,1.629999995E0,1.938999939E2,2.111865315E0,3.790092468E0,2.500000000E0,2.300000000E1
2.009704261E2,4.870682020E1,2.210692630E0,8.481525959E1,1.315092163E2,1.549999952E0,1.938999939E2,2.113349857E0,3.790092468E0,2.500000000E0,2.000000000E1
2.019637358E2,4.870680716E1,2.210688290E0,8.403668748E1,1.307306519E2,1.470000029E0,1.975000000E2,2.115008900E0,3.790092468E0,2.500000000E0,1.800000000E1
2.029633834E2,4.870679303E1,2.210681030E0,8.359795718E1,1.302919312E2,1.639999986E0,2.016999969E2,2.116619602E0,3.790092468E0,2.500000000E0,1.800000000E1
2.039626074E2,4.870677949E1,2.210673230E0,8.296287676E1,1.296568604E2,1.570000052E0,2.033999939E2,2.118372523E0,3.790092468E0,2.500000000E0,1.800000000E1
2.049632659E2,4.870676392E1,2.210669490E0,8.289292206E1,1.295869141E2,1.710000038E0,1.883000031E2,2.119758777E0,3.790092468E0,2.500000000E0,1.700000000E1
2.059633014E2,4.870675183E1,2.210664880E0,8.268319787E1,1.293771973E2,1.600000024E0,1.925000000E2,2.121172751E0,3.790092468E0,2.500000000E0,1.700000000E1
2.069653985E2,4.870673977E1,2.210658770E0,8.152468142E1,1.282186890E2,1.559999943E0,1.915000000E2,2.122874065E0,3.790092468E0,2.500000000E0,1.900000000E1
2.079645641E2,4.870672447E1,2.210658910E0,8.138850566E1,1.280825195E2,1.799999952E0,1.746999969E2,2.124540162E0,3.790092468E0,2.500000000E0,1.900000000E1
2.089715371E2,4.870671030E1,2.210666290E0,8.120997563E1,1.279039917E2,1.649999976E0,1.593999939E2,2.126235792E0,3.790092468E0,2.500000000E0,2.200000000E1
2.099658560E2,4.870669592E1,2.210673980E0,8.108497351E1,1.277789917E2,1.730000019E0,1.623999939E2,2.128097847E0,3.790092468E0,2.500000000E0,2.200000000E1
2.109640420E2,4.870667968E1,2.210680170E0,8.132587562E1,1.280198975E2,1.730000019E0,1.618999939E2,2.129853920E0,3.790092468E0,2.500000000E0,2.200000000E1
2.119579614E2,4.870666455E1,2.210687030E0,8.089569698E1,1.275897217E2,1.690000057E0,1.598000031E2,2.131534294E0,3.790092468E0,2.500000000E0,2.200000000E1
2.129649496E2,4.870665043E1,2.210695190E0,8.026691103E1,1.269609375E2,1.600000024E0,1.578000031E2,2.133172811E0,3.790092468E0,2.500000000E0,2.100000000E1
2.139603524E2,4.870663665E1,2.210703100E0,7.995550790E1,1.266495361E2,1.590000033E0,1.608999939E2,2.134994894E0,3.790092468E0,2.500000000E0,2.000000000E1
2.149707560E2,4.870662108E1,2.210710840E0,7.969250482E1,1.263865356E2,1.700000048E0,1.641000061E2,2.136751397E0,3.790092468E0,2.500000000E0,1.900000000E1
2.159643044E2,4.870660556E1,2.210715300E0,7.956206846E1,1.262561035E2,1.659999967E0,1.695000000E2,2.138595027E0,3.790092468E0,2.500000000E0,1.600000000E1
2.169726203E2,4.870658912E1,2.210718560E0,7.945451928E1,1.261485596E2,1.690000057E0,1.728999939E2,2.140473182E0,3.790092468E0,2.500000000E0,1.600000000E1
2.179605044E2,4.870657233E1,2.210721350E0,7.922050488E1,1.259145508E2,1.710000038E0,1.731000061E2,2.142262493E0,3.790092468E0,2.500000000E0,1.700000000E1
2.189657510E2,4.870655639E1,2.210724690E0,7.899100772E1,1.256850586E2,1.620000005E0,1.720000000E2,2.144009168E0,3.790092468E0,2.500000000E0,1.800000000E1
2.199581573E2,4.870654084E1,2.210728060E0,7.862106883E1,1.253151245E2,1.740000010E0,1.710000000E2,2.145788181E0,3.790092468E0,2.500000000E0,1.800000000E1
2.209639039E2,4.870652500E1,2.210731470E0,7.849459909E1,1.251886597E2,1.740000010E0,1.718000031E2,2.147340385E0,3.790092468E0,2.500000000E0,1.800000000E1
2.219636717E2,4.870651128E1,2.210735370E0,7.802749327E1,1.247215576E2,1.549999952E0,1.696000061E2,2.148778501E0,3.790092468E0,2.500000000E0,1.800000000E1
2.229653157E2,4.870649864E1,2.210739520E0,7.761324448E1,1.243073120E2,1.570000052E0,1.680000000E2,2.150340307E0,3.790092468E0,2.500000000E0,1.800000000E1
2.239648447E2,4.870648475E1,2.210742680E0,7.752205374E1,1.242161255E2,1.639999986E0,1.720000000E2,2.151891033E0,3.790092468E0,2.500000000E0,1.800000000E1
2.249667065E2,4.870647095E1,2.210745730E0,7.692372188E1,1.236177979E2,1.549999952E0,1.700000000E2,2.153496896E0,3.790092468E0,2.500000000E0,1.700000000E1
2.259673771E2,4.870645665E1,2.210748790E0,7.674366373E1,1.234377441E2,1.610000014E0,1.718000031E2,2.155247018E0,3.790092468E0,2.500000000E0,1.700000000E1
2.269658165E2,4.870644099E1,2.210751180E0,7.652826532E1,1.232223511E2,1.750000000E0,1.715000000E2,2.156918309E0,3.790092468E0,2.500000000E0,1.600000000E1
2.279623966E2,4.870642603E1,2.210753380E0,7.595568938E1,1.226497803E2,1.620000005E0,1.715000000E2,2.158686403E0,3.790092468E0,2.500000000E0,1.700000000E1
2.289628525E2,4.870641014E1,2.210752490E0,7.584227895E1,1.225363770E2,1.600000024E0,1.741999969E2,2.160418325E0,3.790092468E0,2.500000000E0,2.000000000E1
2.299624623E2,4.870639457E1,2.210753120E0,7.578087139E1,1.224749756E2,1.669999957E0,1.696000061E2,2.162360558E0,3.790092468E0,2.500000000E0,2.300000000E1
2.309665029E2,4.870637714E1,2.210754840E0,7.590714671E1,1.226012573E2,1.769999981E0,1.708000031E2,2.164262745E0,3.790092468E0,2.500000000E0,2.400000000E1
2.319619206E2,4.870636006E1,2.210756290E0,7.539145426E1,1.220855713E2,1.700000048E0,1.746999969E2,2.166031284E0,3.790092468E0,2.500000000E0,2.400000000E1
2.329658638E2,4.870634421E1,2.210758290E0,7.513247647E1,1.218265991E2,1.669999957E0,1.736000061E2,2.167580292E0,3.790092468E0,2.500000000E0,2.300000000E1
2.339592436E2,4.870633098E1,2.210764900E0,7.495150504E1,1.216456299E2,1.490000010E0,1.598000031E2,2.169420789E0,3.790092468E0,2.500000000E0,2.400000000E1
2.349625636E2,4.870631673E1,2.210777660E0,7.516708171E1,1.218612061E2,1.659999967E0,1.540000000E2,2.170816179E0,3.790092468E0,2.500000000E0,2.600000000E1
2.359600438E2,4.870630625E1,2.210788120E0,7.528823741E1,1.219823608E2,1.360000014E0,1.576000061E2,2.172203808E0,3.790092468E0,2.500000000E0,2.600000000E1
2.369664913E2,4.870629676E1,2.210800400E0,7.506350822E1,1.217576294E2,1.360000014E0,1.526000061E2,2.173731265E0,3.790092468E0,2.500000000E0,2.700000000E1
2.379647431E2,4.870628600E1,2.210813340E0,7.496457228E1,1.216586914E2,1.399999976E0,1.440000000E2,2.175325257E0,3.790092468E0,2.500000000E0,2.700000000E1
2.389598640E2,4.870627455E1,2.210826410E0,7.503122450E1,1.217253418E2,1.389999986E0,1.471999969E2,2.176992982E0,3.790092468E0,2.500000000E0,2.900000000E1
2.399587862E2,4.870626168E1,2.210838080E0,7.546970159E1,1.221638184E2,1.379999995E0,1.473999939E2,2.178855866E0,3.790092468E0,2.500000000E0,2.900000000E1
2.409691124E2,4.870624635E1,2.210848320E0,7.557413151E1,1.222682495E2,1.379999995E0,1.505000000E2,2.181061726E0,3.790092468E0,2.500000000E0,2.900000000E1
2.419672516E2,4.870622854E1,2.210861560E0,7.639914297E1,1.230932617E2,1.539999962E0,1.561000061E2,2.183249129E0,3.790092468E0,2.500000000E0,2.900000000E1
2.429718438E2,4.870621124E1,2.210875750E0,7.643307847E1,1.231271973E2,1.639999986E0,1.511999969E2,2.185260827E0,3.790092468E0,2.500000000E0,2.900000000E1
2.439724379E2,4.870619542E1,2.210889050E0,7.686862546E1,1.235627441E2,1.590000033E0,1.500000000E2,NaN,3.790092468E0,2.500000000E0,2.900000000E1
