"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
1.607030756E2,4.870925610E1,2.195428240E0,1.366984800E2,1.833991699E2,1.730000019E0,1.826000061E2,8.668616870E-1,3.790092468E0,2.500000000E0,3.000000000E1
1.617123409E2,4.870924156E1,2.195424600E0,1.367449199E2,1.834456177E2,1.759999990E0,1.901000061E2,8.685675277E-1,3.790092468E0,2.500000000E0,2.900000000E1
1.627031959E2,4.870922623E1,2.195423720E0,1.367756749E2,1.834763794E2,1.769999981E0,1.858000031E2,8.703241648E-1,3.790092468E0,2.500000000E0,2.900000000E1
1.637064376E2,4.870921053E1,2.195426380E0,1.368338363E2,1.835345459E2,1.720000029E0,1.801000061E2,8.721299704E-1,3.790092468E0,2.500000000E0,2.900000000E1
1.647001803E2,4.870919429E1,2.195426380E0,1.360744912E2,1.827752075E2,1.679999948E0,1.835000000E2,8.738250021E-1,3.790092468E0,2.500000000E0,2.900000000E1
1.657101844E2,4.870917907E1,2.195427670E0,1.355920637E2,1.822927856E2,1.710000038E0,1.786000061E2,8.755238884E-1,3.790092468E0,2.500000000E0,2.800000000E1
1.667019616E2,4.870916380E1,2.195428440E0,1.352959152E2,1.819966431E2,1.669999957E0,1.806000061E2,8.774235488E-1,3.790092468E0,2.500000000E0,2.700000000E1
1.677082655E2,4.870914673E1,2.195427390E0,1.351818329E2,1.818825684E2,1.690000057E0,1.880000000E2,8.791995866E-1,3.790092468E0,2.500000000E0,2.800000000E1
1.687118396E2,4.870913076E1,2.195427800E0,1.353142729E2,1.820150146E2,1.629999995E0,1.861999969E2,8.809404011E-1,3.790092468E0,2.500000000E0,3.000000000E1
1.697091552E2,4.870911511E1,2.195428430E0,1.352163053E2,1.819170532E2,1.649999976E0,1.908999939E2,8.824949825E-1,3.790092468E0,2.500000000E0,3.000000000E1
1.707038920E2,4.870910113E1,2.195428220E0,1.350330109E2,1.817337646E2,1.649999976E0,1.908000031E2,8.841087620E-1,3.790092468E0,2.500000000E0,3.100000000E1
1.717048723E2,4.870908673E1,2.195425480E0,1.347384479E2,1.814392090E2,1.620000005E0,1.956999969E2,8.857388154E-1,3.790092468E0,2.500000000E0,3.100000000E1
1.727084875E2,4.870907216E1,2.195423030E0,1.347273322E2,1.814281006E2,1.639999986E0,1.915000000E2,8.875035396E-1,3.790092468E0,2.500000000E0,3.100000000E1
1.737045713E2,4.870905637E1,2.195420610E0,1.347523489E2,1.814531250E2,1.620000005E0,1.888999939E2,8.893496577E-1,3.790092468E0,2.500000000E0,3.100000000E1
1.747075022E2,4.870903982E1,2.195418610E0,1.347456272E2,1.814464111E2,1.720000029E0,1.881000061E2,8.911789049E-1,3.790092468E0,2.500000000E0,3.100000000E1
1.757036863E2,4.870902361E1,2.195414360E0,1.342871223E2,1.809879150E2,1.700000048E0,1.998000031E2,8.928731692E-1,3.790092468E0,2.500000000E0,3.100000000E1
1.767043398E2,4.870900842E1,2.195412550E0,1.339445248E2,1.806453247E2,1.620000005E0,1.926999969E2,8.947108113E-1,3.790092468E0,2.500000000E0,2.800000000E1
1.777049069E2,4.870899203E1,2.195409340E0,1.334833347E2,1.801841431E2,1.679999948E0,1.930000000E2,8.965538418E-1,3.790092468E0,2.500000000E0,2.800000000E1
1.787076892E2,4.870897588E1,2.195403690E0,1.333984863E2,1.800993042E2,1.750000000E0,2.013999939E2,8.983780244E-1,3.790092468E0,2.500000000E0,2.700000000E1
1.797075590E2,4.870895948E1,2.195404320E0,1.332023740E2,1.799031982E2,1.789999962E0,1.846000061E2,9.002138633E-1,3.790092468E0,2.500000000E0,2.700000000E1
1.807075770E2,4.870894300E1,2.195402810E0,1.328995710E2,1.796004028E2,1.740000010E0,1.871999969E2,9.020162600E-1,3.790092468E0,2.500000000E0,2.800000000E1
1.817022895E2,4.870892685E1,2.195404910E0,1.327083422E2,1.794091797E2,1.710000038E0,1.786999969E2,9.039566254E-1,3.790092468E0,2.500000000E0,2.800000000E1
1.827105544E2,4.870890940E1,2.195405010E0,1.326308815E2,1.793317261E2,1.789999962E0,1.830000000E2,9.058126616E-1,3.790092468E0,2.500000000E0,2.800000000E1
1.837065900E2,4.870889276E1,2.195403020E0,1.323383321E2,1.790391846E2,1.690000057E0,1.891999969E2,9.074782665E-1,3.790092468E0,2.500000000E0,2.900000000E1
1.848270953E2,4.870887782E1,2.195401380E0,1.326373364E2,1.793381958E2,1.700000048E0,1.860000000E2,9.091835261E-1,3.790092468E0,2.500000000E0,2.900000000E1
1.857067806E2,4.870886255E1,2.195399230E0,1.325433959E2,1.792442627E2,1.679999948E0,1.840000000E2,9.108194307E-1,3.790092468E0,2.500000000E0,3.000000000E1
1.867065027E2,4.870884793E1,2.195396740E0,1.325480883E2,1.792489624E2,1.639999986E0,1.866000061E2,9.125426278E-1,3.790092468E0,2.500000000E0,3.000000000E1
1.876984721E2,4.870883244E1,2.195396030E0,1.321154033E2,1.788162842E2,1.740000010E0,1.851999969E2,9.142093294E-1,3.790092468E0,2.500000000E0,2.900000000E1
1.886995064E2,4.870881763E1,2.195399530E0,1.315342222E2,1.782351074E2,1.639999986E0,1.778999939E2,9.158599508E-1,3.790092468E0,2.500000000E0,3.000000000E1
1.897016116E2,4.870880293E1,2.195402660E0,1.313628311E2,1.780637207E2,1.570000052E0,1.895000000E2,9.176769761E-1,3.790092468E0,2.500000000E0,3.000000000E1
1.907083386E2,4.870878659E1,2.195402920E0,1.309937449E2,1.776946411E2,1.710000038E0,1.891999969E2,9.193336714E-1,3.790092468E0,2.500000000E0,3.100000000E1
1.917042826E2,4.870877174E1,2.195404750E0,1.314329487E2,1.781338501E2,1.679999948E0,1.868999939E2,9.208756555E-1,3.790092468E0,2.500000000E0,3.000000000E1
1.927083515E2,4.870875793E1,2.195406660E0,1.314506441E2,1.781515503E2,1.539999962E0,1.871000061E2,9.225996758E-1,3.790092468E0,2.500000000E0,2.800000000E1
1.936999319E2,4.870874245E1,2.195405340E0,1.316817772E2,1.783826904E2,1.799999952E0,1.918999939E2,9.243396553E-1,3.790092468E0,2.500000000E0,2.800000000E1
1.947119757E2,4.870872686E1,2.195403300E0,1.319050974E2,1.786060181E2,1.639999986E0,1.898000031E2,9.261788141E-1,3.790092468E0,2.500000000E0,2.800000000E1
1.957005899E2,4.870871059E1,2.195398790E0,1.323753643E2,1.790762939E2,1.649999976E0,1.916000061E2,9.280352934E-1,3.790092468E0,2.500000000E0,2.800000000E1
1.967096632E2,4.870869440E1,2.195392610E0,1.328906743E2,1.795916138E2,1.629999995E0,1.925000000E2,9.298847210E-1,3.790092468E0,2.500000000E0,2.800000000E1
1.977018315E2,4.870867791E1,2.195389320E0,1.331613568E2,1.798623047E2,1.669999957E0,1.950000000E2,9.317349493E-1,3.790092468E0,2.500000000E0,2.800000000E1
1.987090291E2,4.870866144E1,2.195385730E0,1.335502642E2,1.802512207E2,1.690000057E0,1.913999939E2,9.334558452E-1,3.790092468E0,2.500000000E0,2.800000000E1
1.997005925E2,4.870864603E1,2.195383560E0,1.337007084E2,1.804016724E2,1.559999943E0,1.926999969E2,9.351707182E-1,3.790092468E0,2.500000000E0,3.000000000E1
2.007100506E2,4.870863064E1,2.195382050E0,1.344283624E2,1.811293335E2,1.610000014E0,1.863999939E2,9.368034086E-1,3.790092468E0,2.500000000E0,3.100000000E1
2.016995298E2,4.870861596E1,2.195381590E0,1.347813224E2,1.814822998E2,1.629999995E0,1.866000061E2,9.384657890E-1,3.790092468E0,2.500000000E0,3.100000000E1
2.027103053E2,4.870860101E1,2.195381490E0,1.353407645E2,1.820417480E2,1.639999986E0,1.861999969E2,9.398025384E-1,3.790092468E0,2.500000000E0,3.100000000E1
2.037025899E2,4.870858907E1,2.195379370E0,1.351729728E2,1.818739624E2,1.230000019E0,1.901000061E2,9.411524833E-1,3.790092468E0,2.500000000E0,3.100000000E1
2.047086136E2,4.870857696E1,2.195378070E0,1.355143368E2,1.822153320E2,1.399999976E0,1.815000000E2,9.427690520E-1,3.790092468E0,2.500000000E0,3.200000000E1
2.057018049E2,4.870856256E1,2.195375040E0,1.359059309E2,1.826069336E2,1.610000014E0,1.886999969E2,9.443624130E-1,3.790092468E0,2.500000000E0,3.100000000E1
2.067094036E2,4.870854827E1,2.195373430E0,1.360215248E2,1.827225342E2,1.559999943E0,1.835000000E2,9.458544322E-1,3.790092468E0,2.500000000E0,3.100000000E1
2.077031189E2,4.870853493E1,2.195371240E0,1.361860689E2,1.828870850E2,1.539999962E0,1.851999969E2,9.477500531E-1,3.790092468E0,2.500000000E0,3.100000000E1
2.086999765E2,4.870851835E1,2.195365230E0,1.375739985E2,1.842750244E2,1.809999943E0,1.933000031E2,9.498113440E-1,3.790092468E0,2.500000000E0,3.000000000E1
2.097060145E2,4.870850028E1,2.195358960E0,1.379604015E2,1.846614380E2,2.210000038E0,1.946999969E2,9.520451794E-1,3.790092468E0,2.500000000E0,2.700000000E1
2.107006912E2,4.870848122E1,2.195349340E0,1.383538213E2,1.850548706E2,2.289999962E0,1.953999939E2,9.542131299E-1,3.790092468E0,2.500000000E0,2.300000000E1
2.117058817E2,4.870846198E1,2.195344560E0,1.399031274E2,1.866041870E2,2.289999962E0,1.845000000E2,9.563080410E-1,3.790092468E0,2.500000000E0,2.500000000E1
2.127008675E2,4.870844454E1,2.195333760E0,1.406117939E2,1.873128662E2,2.289999962E0,1.971999969E2,9.584798105E-1,3.790092468E0,2.500000000E0,2.700000000E1
2.137101246E2,4.870842594E1,2.195324730E0,1.414799457E2,1.881810303E2,2.440000057E0,1.990000000E2,9.593696358E-1,3.790092468E0,2.500000000E0,2.700000000E1
2.147015902E2,4.870841797E1,2.195323640E0,1.413308940E2,1.880319824E2,1.039999962E0,1.733999939E2,9.598608533E-1,3.790092468E0,2.500000000E0,2.700000000E1
2.157030364E2,4.870841388E1,2.195321110E0,1.410542797E2,1.877553711E2,6.800000072E-1,1.940000000E2,9.604334184E-1,3.790092468E0,2.500000000E0,2.900000000E1
2.167011161E2,4.870840900E1,2.195318620E0,1.411629190E2,1.878640137E2,7.400000095E-1,1.968000031E2,9.610586841E-1,3.790092468E0,2.500000000E0,2.900000000E1
2.177093316E2,4.870840345E1,2.195317250E0,1.406815318E2,1.873826294E2,7.599999905E-1,1.936999969E2,9.622065544E-1,3.790092468E0,2.500000000E0,2.900000000E1
2.186985328E2,4.870839313E1,2.195317630E0,1.406896454E2,1.873907471E2,1.070000052E0,1.798999939E2,9.636198589E-1,3.790092468E0,2.500000000E0,3.000000000E1
2.197007204E2,4.870838051E1,2.195315340E0,1.410313138E2,1.877324219E2,1.429999948E0,1.881999969E2,9.649185787E-1,3.790092468E0,2.500000000E0,3.000000000E1
2.206989152E2,4.870836884E1,2.195316060E0,1.408403914E2,1.875415039E2,1.309999943E0,1.771000061E2,9.663559845E-1,3.790092468E0,2.500000000E0,3.100000000E1
2.217007688E2,4.870835592E1,2.195315420E0,1.406288379E2,1.873299561E2,1.549999952E0,1.890000000E2,9.678987534E-1,3.790092468E0,2.500000000E0,3.000000000E1
2.227050542E2,4.870834218E1,2.195312500E0,1.403953713E2,1.870964966E2,1.759999990E0,1.883999939E2,9.696676817E-1,3.790092468E0,2.500000000E0,3.000000000E1
2.237036874E2,4.870832650E1,2.195308430E0,1.413152847E2,1.880164185E2,1.840000033E0,1.911999969E2,9.715336739E-1,3.790092468E0,2.500000000E0,2.800000000E1
2.247014020E2,4.870830974E1,2.195307150E0,1.416895447E2,1.883906860E2,1.899999976E0,1.851000061E2,9.729679848E-1,3.790092468E0,2.500000000E0,2.600000000E1
2.257050167E2,4.870829720E1,2.195311730E0,1.421487093E2,1.888498535E2,1.470000029E0,1.763000031E2,9.747654320E-1,3.790092468E0,2.500000000E0,2.600000000E1
2.267055087E2,4.870828149E1,2.195305960E0,1.420413391E2,1.887424927E2,2.009999990E0,1.993000031E2,9.759642778E-1,3.790092468E0,2.500000000E0,2.400000000E1
2.277090527E2,4.870827103E1,2.195302000E0,1.408840452E2,1.875852051E2,9.900000095E-1,1.815000000E2,9.781133812E-1,3.790092468E0,2.500000000E0,2.400000000E1
2.287019694E2,4.870825174E1,2.195300180E0,1.425294220E2,1.892305908E2,1.879999995E0,1.808999939E2,9.801777613E-1,3.790092468E0,2.500000000E0,2.400000000E1
2.297188402E2,4.870823391E1,2.195292340E0,1.435145792E2,1.902157593E2,1.970000029E0,1.933999939E2,9.818022682E-1,3.790092468E0,2.500000000E0,2.400000000E1
2.307068226E2,4.870821931E1,2.195291540E0,1.437469336E2,1.904481201E2,1.870000005E0,1.926000061E2,9.826621755E-1,3.790092468E0,2.500000000E0,2.400000000E1
2.317083310E2,4.870821199E1,2.195295320E0,1.433014979E2,1.900026855E2,1.039999962E0,1.808000031E2,9.834118607E-1,3.790092468E0,2.500000000E0,2.500000000E1
2.327064194E2,4.870820532E1,2.195296810E0,1.429495672E2,1.896507568E2,1.039999962E0,1.758999939E2,9.843120834E-1,3.790092468E0,2.500000000E0,2.600000000E1
2.337048449E2,4.870819746E1,2.195293870E0,1.413431172E2,1.880443115E2,8.100000024E-1,2.106999969E2,9.863383628E-1,3.790092468E0,2.500000000E0,2.600000000E1
2.347078745E2,4.870817926E1,2.195295250E0,1.422870801E2,1.889882812E2,2.059999943E0,1.871000061E2,9.884409698E-1,3.790092468E0,2.500000000E0,2.600000000E1
2.357084963E2,4.870816044E1,2.195298030E0,1.425850474E2,1.892862549E2,2.160000086E0,1.871000061E2,9.905705482E-1,3.790092468E0,2.500000000E0,2.600000000E1
2.367105909E2,4.870814136E1,2.195300540E0,1.438960149E2,1.905972290E2,2.200000048E0,1.823999939E2,9.923697074E-1,3.790092468E0,2.500000000E0,2.600000000E1
2.377222027E2,4.870812518E1,2.195300410E0,1.453876464E2,1.920888672E2,2.130000114E0,1.881000061E2,9.941134439E-1,3.790092468E0,2.500000000E0,2.500000000E1
2.387009777E2,4.870810950E1,2.195300770E0,1.457177182E2,1.924189453E2,2.140000105E0,1.876000061E2,9.956873105E-1,3.790092468E0,2.500000000E0,2.400000000E1
2.397024482E2,4.870809589E1,2.195306660E0,1.462514681E2,1.929526978E2,2.150000095E0,1.830000000E2,9.970371236E-1,3.790092468E0,2.500000000E0,2.400000000E1
2.407012712E2,4.870808444E1,2.195312770E0,1.453129288E2,1.920141602E2,2.089999914E0,1.868000031E2,9.982119852E-1,3.790092468E0,2.500000000E0,2.400000000E1
2.417086782E2,4.870807423E1,2.195316890E0,1.450203852E2,1.917216187E2,1.990000010E0,1.845000000E2,9.993751353E-1,3.790092468E0,2.500000000E0,2.400000000E1
2.427014488E2,4.870806440E1,2.195322310E0,1.445012799E2,1.912025146E2,1.850000024E0,1.845000000E2,1.000270018E0,3.790092468E0,2.500000000E0,2.500000000E1
2.437060416E2,4.870805641E1,2.195320850E0,1.444753970E2,1.911766357E2,1.759999990E0,1.951000061E2,1.001450736E0,3.790092468E0,2.500000000E0,2.600000000E1
2.447096516E2,4.870804593E1,2.195318260E0,1.451297492E2,1.918309937E2,1.730000019E0,1.933999939E2,1.002679544E0,3.790092468E0,2.500000000E0,2.700000000E1
2.457097746E2,4.870803492E1,2.195319700E0,1.438870086E2,1.905882568E2,1.850000024E0,1.866000061E2,1.003784109E0,3.790092468E0,2.500000000E0,2.700000000E1
2.467088596E2,4.870802510E1,2.195317430E0,1.432884927E2,1.899897461E2,1.870000005E0,1.895000000E2,1.005322439E0,3.790092468E0,2.500000000E0,2.700000000E1
2.477024220E2,4.870801293E1,2.195307460E0,1.438221740E2,1.905234375E2,1.980000019E0,1.995000000E2,1.006611513E0,3.790092468E0,2.500000000E0,2.800000000E1
2.487010840E2,4.870800171E1,2.195303040E0,1.435134513E2,1.902147217E2,1.539999962E0,1.908000031E2,1.007569188E0,3.790092468E0,2.500000000E0,2.700000000E1
2.496980768E2,4.870799416E1,2.195296760E0,1.438021413E2,1.905034180E2,1.309999943E0,1.970000000E2,1.007952655E0,3.790092468E0,2.500000000E0,2.700000000E1
2.507130685E2,4.870799110E1,2.195294350E0,1.421028591E2,1.888041382E2,9.100000262E-1,1.918000031E2,1.008326886E0,3.790092468E0,2.500000000E0,2.700000000E1
2.517010191E2,4.870798786E1,2.195292970E0,1.410055059E2,1.877067871E2,7.599999905E-1,1.961000061E2,1.008675590E0,3.790092468E0,2.500000000E0,2.700000000E1
2.527028045E2,4.870798968E1,2.195296840E0,1.387012484E2,1.854025269E2,3.899999857E-1,1.916999969E2,1.009299656E0,3.790092468E0,2.500000000E0,2.700000000E1
2.536994876E2,4.870798493E1,2.195301370E0,1.381273352E2,1.848286133E2,1.009999990E0,1.828000031E2,1.009659301E0,3.790092468E0,2.500000000E0,2.600000000E1
2.547095647E2,4.870798218E1,2.195303950E0,1.367833412E2,1.834846191E2,7.599999905E-1,1.866999969E2,1.009895633E0,3.790092468E0,2.618884325E0,2.600000000E1
2.557024050E2,4.870798084E1,2.195306450E0,1.347996993E2,1.815009766E2,8.100000024E-1,1.943999939E2,1.010494700E0,3.790092468E0,2.500000000E0,2.600000000E1
2.567110666E2,4.870798544E1,2.195310700E0,1.327779749E2,1.794792480E2,5.199999809E-1,1.973000031E2,1.011040492E0,3.790092468E0,2.500000000E0,2.600000000E1
2.576984835E2,4.870798567E1,2.195318130E0,1.313653201E2,1.780665894E2,7.900000215E-1,1.796000061E2,1.011603457E0,3.790092468E0,2.500000000E0,2.600000000E1
2.587095057E2,4.870798347E1,2.195325040E0,1.302022367E2,1.769035034E2,7.599999905E-1,1.803999939E2,1.012393103E0,3.790092468E0,2.500000000E0,2.600000000E1
2.596999828E2,4.870797737E1,2.195330550E0,1.290710725E2,1.757723389E2,1.059999943E0,1.803999939E2,1.013078544E0,3.790092468E0,2.500000000E0,2.400000000E1
2.607027524E2,4.870797173E1,2.195334320E0,1.281988797E2,1.749001465E2,8.399999738E-1,1.818000031E2,1.013501910E0,3.790092468E0,2.500000000E0,2.500000000E1
2.617001269E2,4.870796807E1,2.195335910E0,1.272579000E2,1.739591675E2,7.799999714E-1,1.918999939E2,1.013839549E0,3.790092468E0,2.500000000E0,2.500000000E1
2.627008822E2,4.870796504E1,2.195336210E0,1.257488657E2,1.724501343E2,7.300000191E-1,1.928999939E2,1.014269876E0,3.790092468E0,2.500000000E0,2.500000000E1
2.636992837E2,4.870796117E1,2.195336230E0,1.245920037E2,1.712932739E2,9.100000262E-1,1.921000061E2,1.014598912E0,3.790092468E0,2.500000000E0,2.600000000E1
2.647003163E2,4.870795844E1,2.195334500E0,1.237751072E2,1.704763794E2,1.049999952E0,1.910000000E2,1.015578628E0,3.790092468E0,2.500000000E0,2.300000000E1
2.657011207E2,4.870794963E1,2.195334680E0,1.226678649E2,1.693691406E2,1.669999957E0,1.831000061E2,1.016817451E0,3.790092468E0,2.500000000E0,2.400000000E1
2.667008789E2,4.870793850E1,2.195333930E0,1.213159312E2,1.680172119E2,1.879999995E0,1.850000000E2,1.018145804E0,3.790092468E0,2.500000000E0,2.500000000E1
2.677018877E2,4.870792660E1,2.195332340E0,1.204765700E2,1.671778564E2,1.779999971E0,1.853999939E2,1.019280825E0,3.790092468E0,2.500000000E0,2.600000000E1
2.687096490E2,4.870791654E1,2.195329720E0,1.196112081E2,1.663125000E2,1.669999957E0,1.913999939E2,1.020579277E0,3.790092468E0,2.500000000E0,2.600000000E1
2.697043749E2,4.870790519E1,2.195325560E0,1.189502516E2,1.656515503E2,1.659999967E0,1.908000031E2,1.021995500E0,3.790092468E0,2.500000000E0,2.600000000E1
2.707082956E2,4.870789274E1,2.195321490E0,1.185638919E2,1.652651978E2,1.659999967E0,1.886999969E2,1.023513341E0,3.790092468E0,2.500000000E0,2.600000000E1
2.717028970E2,4.870787909E1,2.195321360E0,1.181542182E2,1.648555298E2,1.600000024E0,1.838999939E2,1.025035974E0,3.790092468E0,2.500000000E0,2.800000000E1
2.727047433E2,4.870786540E1,2.195320900E0,1.177482675E2,1.644495850E2,1.519999981E0,1.871999969E2,1.026622761E0,3.790092468E0,2.500000000E0,2.800000000E1
2.737054520E2,4.870785132E1,2.195324420E0,1.174029266E2,1.641042480E2,1.610000014E0,1.726999969E2,1.027976864E0,3.790092468E0,2.500000000E0,2.800000000E1
2.747087477E2,4.870783926E1,2.195326980E0,1.167925714E2,1.634938965E2,1.419999957E0,1.763999939E2,1.029234109E0,3.790092468E0,2.500000000E0,2.800000000E1
2.757086957E2,4.870782851E1,2.195332290E0,1.163016639E2,1.630029907E2,1.470000029E0,1.653999939E2,1.030545632E0,3.790092468E0,2.500000000E0,2.700000000E1
2.767070552E2,4.870781672E1,2.195331780E0,1.163820420E2,1.630833740E2,1.440000057E0,1.818999939E2,1.031998024E0,3.790092468E0,2.500000000E0,2.700000000E1
2.777029310E2,4.870780370E1,2.195330200E0,1.158340622E2,1.625354004E2,1.389999986E0,1.796000061E2,1.033436137E0,3.790092468E0,2.500000000E0,2.700000000E1
2.787065857E2,4.870779077E1,2.195329760E0,1.154560660E2,1.621574097E2,1.409999967E0,1.810000000E2,1.035292581E0,3.790092468E0,2.500000000E0,2.700000000E1
2.797049350E2,4.870777426E1,2.195326000E0,1.152133815E2,1.619147339E2,1.970000029E0,1.873000031E2,1.037444911E0,3.790092468E0,2.500000000E0,2.700000000E1
2.807089086E2,4.870775537E1,2.195319600E0,1.148663856E2,1.615677490E2,2.170000076E0,1.911999969E2,1.038715324E0,3.790092468E0,2.500000000E0,2.700000000E1
2.817026029E2,4.870774469E1,2.195313450E0,1.154719689E2,1.621733398E2,1.419999957E0,1.933000031E2,1.040203203E0,3.790092468E0,2.500000000E0,2.500000000E1
2.827643295E2,4.870773154E1,2.195309700E0,1.158636242E2,1.625650024E2,1.730000019E0,1.831999969E2,1.040830755E0,3.790092468E0,2.500000000E0,2.500000000E1
2.837028239E2,4.870772590E1,2.195310010E0,1.146744740E2,1.613758545E2,1.009999990E0,1.811999969E2,1.041408276E0,3.790092468E0,2.500000000E0,2.400000000E1
2.847070434E2,4.870772071E1,2.195310310E0,1.138439667E2,1.605453491E2,9.700000286E-1,1.830000000E2,1.042424872E0,3.790092468E0,2.500000000E0,2.400000000E1
2.857036943E2,4.870771169E1,2.195308050E0,1.135422650E2,1.602436523E2,1.259999990E0,1.828000031E2,1.043417975E0,3.790092468E0,2.500000000E0,2.400000000E1
2.867063807E2,4.870770312E1,2.195304240E0,1.136382679E2,1.603396606E2,1.289999962E0,1.863999939E2,1.044333159E0,3.790092468E0,2.500000000E0,2.300000000E1
2.877045774E2,4.870769489E1,2.195304110E0,1.131506546E2,1.598520508E2,1.009999990E0,1.811000061E2,1.045389542E0,3.790092468E0,2.500000000E0,2.400000000E1
2.887084759E2,4.870768548E1,2.195306090E0,1.123794725E2,1.590808716E2,1.169999957E0,1.741000061E2,1.046595216E0,3.790092468E0,2.500000000E0,2.400000000E1
2.897025281E2,4.870767468E1,2.195307550E0,1.121306895E2,1.588320923E2,1.279999971E0,1.803000031E2,1.047689429E0,3.790092468E0,2.500000000E0,2.300000000E1
2.907015748E2,4.870766484E1,2.195307400E0,1.129459319E2,1.596473389E2,1.259999990E0,1.821999969E2,1.048583745E0,3.790092468E0,2.500000000E0,2.300000000E1
2.917171361E2,4.870765680E1,2.195307720E0,1.129485533E2,1.596499634E2,1.110000014E0,1.876999969E2,1.049201692E0,3.790092468E0,2.500000000E0,2.300000000E1
2.926992751E2,4.870765132E1,2.195306320E0,1.115935088E2,1.582949219E2,8.799999952E-1,1.966999969E2,1.051609073E0,3.790092468E0,2.500000000E0,2.300000000E1
2.937053591E2,4.870762967E1,2.195306420E0,1.128145693E2,1.595159912E2,2.329999924E0,1.833999939E2,1.054277379E0,3.790092468E0,2.500000000E0,2.300000000E1
2.946997394E2,4.870760617E1,2.195313780E0,1.127240482E2,1.594254761E2,2.420000076E0,1.728999939E2,1.055696748E0,3.790092468E0,2.500000000E0,2.300000000E1
2.957084640E2,4.870759436E1,2.195321120E0,1.117034782E2,1.584049072E2,1.389999986E0,1.763000031E2,1.056221070E0,3.790092468E0,2.500000000E0,2.300000000E1
2.967000288E2,4.870758965E1,2.195321460E0,1.106360936E2,1.573375244E2,8.799999952E-1,1.951999969E2,1.056730884E0,3.790092468E0,2.500000000E0,2.300000000E1
2.977026696E2,4.870758507E1,2.195321140E0,1.097490066E2,1.564504395E2,1.039999962E0,1.913999939E2,1.057797979E0,3.790092468E0,2.500000000E0,2.400000000E1
2.987008463E2,4.870757548E1,2.195320600E0,1.087402133E2,1.554416504E2,1.100000024E0,1.850000000E2,1.058353912E0,3.790092468E0,2.500000000E0,2.400000000E1
2.997090524E2,4.870757049E1,2.195321070E0,1.080795670E2,1.547810059E2,1.190000057E0,1.866000061E2,1.059809854E0,3.790092468E0,2.500000000E0,2.400000000E1
3.007039285E2,4.870755775E1,2.195325650E0,1.083835802E2,1.550850220E2,2.019999981E0,1.786999969E2,1.061235097E0,3.790092468E0,2.500000000E0,2.400000000E1
3.017066948E2,4.870754532E1,2.195330390E0,1.083882161E2,1.550896606E2,1.710000038E0,1.751000061E2,1.062559415E0,3.790092468E0,2.500000000E0,2.400000000E1
3.026996392E2,4.870753346E1,2.195332040E0,1.078999919E2,1.546014404E2,1.490000010E0,1.788999939E2,1.063889669E0,3.790092468E0,2.500000000E0,2.400000000E1
3.037029929E2,4.870752152E1,2.195330910E0,1.071248399E2,1.538262939E2,1.490000010E0,1.896000061E2,1.065014158E0,3.790092468E0,2.500000000E0,2.400000000E1
3.047056473E2,4.870751142E1,2.195330140E0,1.065439637E2,1.532454224E2,1.210000038E0,1.886000061E2,1.066605515E0,3.790092468E0,2.500000000E0,2.400000000E1
3.057102799E2,4.870749719E1,2.195332450E0,1.063501114E2,1.530515747E2,1.779999971E0,1.765000000E2,1.068440336E0,3.790092468E0,2.500000000E0,2.400000000E1
3.067165077E2,4.870748123E1,2.195338800E0,1.062897443E2,1.529912109E2,2.089999914E0,1.735000000E2,1.069847045E0,3.790092468E0,2.500000000E0,2.400000000E1
3.077102574E2,4.870746860E1,2.195339900E0,1.058347836E2,1.525362549E2,1.539999962E0,1.856999969E2,1.070763348E0,3.790092468E0,2.500000000E0,2.400000000E1
3.087057487E2,4.870746043E1,2.195338270E0,1.046251847E2,1.513266602E2,1.259999990E0,1.923999939E2,1.071543393E0,3.790092468E0,2.500000000E0,2.500000000E1
3.097032563E2,4.870745347E1,2.195336940E0,1.040115947E2,1.507130737E2,1.070000052E0,1.928000031E2,1.072112243E0,3.790092468E0,2.500000000E0,2.500000000E1
3.107048443E2,4.870744847E1,2.195338580E0,1.029542204E2,1.496557007E2,8.999999762E-1,1.866999969E2,1.073054071E0,3.790092468E0,2.500000000E0,2.500000000E1
3.117101048E2,4.870744000E1,2.195338630E0,1.024338312E2,1.491353149E2,1.279999971E0,1.908999939E2,1.074454983E0,3.790092468E0,2.500000000E0,2.500000000E1
3.127054853E2,4.870742742E1,2.195339670E0,1.017444955E2,1.484459839E2,1.549999952E0,1.843000031E2,1.075711929E0,3.790092468E0,2.500000000E0,2.600000000E1
3.137084008E2,4.870741618E1,2.195341490E0,1.011212618E2,1.478227539E2,1.289999962E0,1.836000061E2,1.077240730E0,3.790092468E0,2.500000000E0,2.600000000E1
3.147078626E2,4.870740270E1,2.195337390E0,1.005439837E2,1.472454834E2,2.869999886E0,1.876999969E2,1.077917958E0,3.790092468E0,2.500000000E0,2.700000000E1
3.157138490E2,4.870739680E1,2.195335100E0,9.916147275E1,1.458629761E2,1.009999990E0,1.823999939E2,1.078476682E0,3.790092468E0,2.500000000E0,2.700000000E1
